system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,.geo,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio
2_7029_0,0,0.0358658427587309,0.0403505087279799,0.3275821081320332,0.1289286470379341,0.0372017935045402,0.051036633212458,0.1037179174282672,0.1192730543076653,0.0377209018280898,20.97229316000005,0.15310293,0.025107367,0.41366744,2.1073988685186248e-05,-15.916529804656705,-8.629454665541248,7.287075139115457,2951.0,2279.0,1287.0,3103.0,2.176668901847962e-05,0.0,0,0,NO_FIRE,0,10.638388437668556,79.37599864139308,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37963008122152,10.640544540395732]}",0.1287,0.3103,0.2951,0.2279,0.044597287889656154,0.14101610732107225,0.060340429681875356,0.043983547967509896,0.1524318802180077,0.12262532438764485,0.38729915977209217,0.04770626276214169,built,0.38729915977209217,1.032869920528158
2_7030_0,0,0.0350993265287668,0.0629804138624077,0.0382803943618361,0.4003835087882933,0.0481521510117655,0.109611503490857,0.1229087238055493,0.0896564270128849,0.0540666825314662,34.912687730000016,-0.008485718,-0.14658986,0.32629895,2.639421501432592e-05,-18.46989672123797,-10.707092696844349,7.762804024393617,2786.5,2109.5,1053.5,2074.0,8.226951057727245e-05,0.0,0,0,NO_FIRE,0,15.382669777901867,75.33327210468426,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.33721130268367,15.383649240546806]}",0.10535,0.2074,0.27865,0.21095,0.05838483642649103,0.09681703371913844,0.11836586604053084,0.051997927906330225,0.43236101373270464,0.13272509794917425,0.041337741812744445,0.06801048241288617,crops,0.43236101373270464,3.116952352347635
2_7031_0,0,0.0354145835121251,0.0700964732526767,0.0436646330377294,0.1568965801572496,0.0327119386789423,0.0455367907157374,0.2972979305432764,0.2245026066882053,0.0362903037177467,32.186816780000015,0.031574298,-0.119653285,0.2952592,2.7141107349792697e-05,-16.429425763283454,-10.112359171813925,6.317066591469532,2971.0,2193.0,1271.0,2336.0,0.00014506909610885504,0.0,0,0,NO_FIRE,0,16.008005511244374,75.82677228375265,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.82230155610821,16.01246993943047]}",0.1271,0.2336,0.2971,0.2193,0.040011481232171506,0.24752291697371476,0.05020609530487496,0.036066193622964614,0.17298462479617605,0.3277826127004463,0.04814196813801822,0.07728410723163356,shrub,0.3277826127004463,5.344995480074363
2_7032_0,0,0.0378296365585414,0.0858298190869391,0.0426306432663378,0.3126123487441377,0.0747697862521322,0.0965035289779982,0.0886755042751743,0.0675027296899564,0.1072257191408425,30.40602836000005,0.07026532,-0.015485608,0.20510972,2.4504862372546177e-05,-18.54435278119398,-11.839784496101728,6.704568285092252,3016.5,2540.5,1929.0,2924.5,5.466152252250194e-05,0.0,0,0,NO_FIRE,0,14.094688840647468,80.03828709431168,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.03540023862877,14.09905838425589]}",0.1929,0.29245,0.30165,0.25405,0.12243872042832335,0.07707990130428621,0.11019528429894271,0.08537799539852428,0.3569652530849349,0.10125663286554805,0.04867900588020908,0.09800720673923134,crops,0.3569652530849349,2.230639849817787
2_7033_0,0,0.0363018149412235,0.0326669949774994,0.053415778103163,0.0600164206040537,0.0313504008556027,0.036183061958898,0.055738999336229,0.6248583984105727,0.0336497120417492,30.494896880000056,0.44984132,0.18208931,0.60864425,1.938111894343116e-05,-13.667852202811543,-6.726590768480719,6.941261434330826,2070.5,1135.5,728.0,2992.4,-1.6502872523229364e-06,0.0,0,0,NO_FIRE,0,12.65074215057647,75.20092179712542,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.20246401006574,12.652770776823461]}",0.0728,0.29924,0.20705,0.11355,0.03626516415631512,0.673426041943437,0.03899542082230984,0.03378713707814581,0.06468124727427296,0.06007135984786892,0.05756756429431281,0.03520606458333766,trees,0.673426041943437,0.005159660816894836
2_7034_0,0,0.0341070874579975,0.071685402562062,0.0627487993171048,0.1123357665519295,0.0380129042882905,0.0688144696854748,0.3367199219037713,0.1654765888626232,0.0399987967414131,32.92340009000003,-0.029829029,-0.15366918,0.23899822,2.062855198764756e-05,-16.754160135867416,-9.717987843206446,7.03617229266097,3635.5,2831.0,1638.090909090909,2667.0,3.254611114486928e-05,0.0,0,0,NO_FIRE,0,13.780313181106669,78.44967014737753,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,13.784648034814058]}",0.1638090909090909,0.2667,0.36355,0.2831,0.0446518474395973,0.1847264418599053,0.07681964089812918,0.04243493658046466,0.125403760080953,0.37589047190395913,0.07004835251017316,0.0800245487268182,shrub,0.37589047190395913,1.5777215562371023
2_7035_0,0,0.0425677027280553,0.0855435434227379,0.0468849501071068,0.2931829219719825,0.0536040889385801,0.0726632757219844,0.1510653245226981,0.117164650439428,0.064822217162985,29.13965195000003,0.1322314,-0.04111986,0.33171323,2.6049597134732568e-05,-17.150192424712685,-10.123063851675775,7.027128573036908,2975.0,2100.0,1375.0,2740.0,0.0001356076233992242,0.0,0,0,NO_FIRE,0,18.495636746311927,83.61693801150858,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61967822226566,18.491820123600352]}",0.1375,0.274,0.2975,0.21,0.0732511565228899,0.13239976236402168,0.08211180080425193,0.06057431666112463,0.33130597883145524,0.1707085967758612,0.0529814771720686,0.09666691086832692,crops,0.33130597883145524,5.205747432401371
2_7036_0,0,0.0336700649290216,0.0584110423850898,0.0980088932929226,0.1249683402621975,0.0304606025501226,0.0632704019498748,0.2046567937687564,0.2204909877708325,0.0347265488623331,19.77427714999999,0.16721539,-0.009089642,0.4144095,2.329785568976764e-05,-15.703396156687852,-8.335005602090105,7.368390554597747,2715.25,1902.375,1103.909090909091,2666.333333333333,3.0833994808858263e-05,0.0,0,0,NO_FIRE,0,13.171750978369069,76.90670331646083,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90926304989284,13.173793641612784]}",0.1103909090909091,0.2666333333333333,0.271525,0.1902375,0.04158899949822344,0.26406308372642184,0.07577351626207499,0.03648004266691536,0.1496638281293688,0.24509983203626032,0.11737681824184995,0.06995387943888527,trees,0.26406308372642184,1.3234692161991748
2_7037_0,0,0.0407300613105335,0.0694492062276499,0.0424871737500012,0.1905495033666975,0.0329102081467063,0.0887967562302947,0.2287741985122268,0.2264371733945432,0.0348418524918921,34.986175160000016,0.048606947,-0.11323143,0.32329085,3.24287577838213e-05,-16.49620348239762,-9.841941725745244,6.654261756652375,3270.5,2363.6666666666665,1332.25,2605.1875,0.000183906453998819,0.0,0,0,NO_FIRE,0,19.62153385796102,78.62630242674597,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.62504524256113,19.623697381590947]}",0.133225,0.26051875,0.32705,0.23636666666666664,0.038109928556869385,0.24767639730676264,0.09712566336149211,0.03599710094503554,0.20842255622147682,0.25023262936392027,0.04647236126645778,0.07596336297798544,shrub,0.25023262936392027,5.671091542413934
2_7038_0,0,0.0355988422129967,0.0527092382103076,0.032722571013688,0.0472263945989182,0.0271393208330946,0.0890347506642213,0.2251434058175775,0.4211187882204379,0.0336055088033578,23.291989400000038,0.19094694,-0.0010909884,0.47939894,1.907588320828954e-05,-11.956796816021471,-4.963282872946768,6.9935139430747055,2294.0,1555.0,805.5,2289.0,7.450043920270179e-05,0.0,0,0,NO_FIRE,0,17.83650997879126,82.21766659381545,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.2183063790392,17.8360499661931]}",0.08055,0.2289,0.2294,0.1555,0.03618553848776996,0.45344976647254653,0.09587030554309799,0.02922291533463576,0.050852154311885146,0.24242856801101414,0.035234814022999744,0.056755937816050726,trees,0.45344976647254653,3.9054778428464676
2_7039_0,0,0.0377440066988016,0.0536928174604492,0.0336791461767544,0.0999316346715204,0.0550494082324968,0.0455884579304521,0.0625474237762814,0.05230955227638,0.5046187730252065,24.17839592000001,0.1503006,0.01056338,0.102918215,2.5151118486264403e-05,-25.18632561943109,-16.71069925343619,8.475626365994906,1124.0,848.0,933.75,1148.0,7.686971666292165e-05,0.0,0,0,NO_FIRE,0,16.040129168130733,78.34532181503255,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.34656750448407,16.039419397954056]}",0.093375,0.1148,0.1124,0.0848,0.5561044748658569,0.0576466387184357,0.05023979846285248,0.060666039182968784,0.11012755012726523,0.06892906905701608,0.03711539264834067,0.05917103693726416,water,0.5561044748658569,3.056314044439095
2_7040_0,0,0.0371812740308186,0.046134946096572,0.0459061474612099,0.0809381146973464,0.0319099104744964,0.0323659540808876,0.2060622863937169,0.444630073463486,0.0334397931292187,33.20880476000002,-0.006397529,-0.13947268,0.289436,2.8660866577846543e-05,-15.398102136708136,-9.398577046870022,5.999525089838114,2982.0,2281.0,1241.0,2252.0,0.00011731399206343896,0.0,0,0,NO_FIRE,0,17.26442858400355,77.69033947401661,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69079734707682,17.261128184356608]}",0.1241,0.2252,0.2982,0.2281,0.036292876863248974,0.48256591909977137,0.03512741784855262,0.03463246459369633,0.08784375605743908,0.2236435242690583,0.04982286076465231,0.05007118050358098,trees,0.48256591909977137,4.093176727395848
2_7041_0,0,0.0334215317900795,0.040658123901506,0.6458691777171273,0.0473096760014366,0.0294197593742099,0.0365288559666001,0.0391429026464098,0.0511565683777198,0.0354463391398128,32.81915048000002,-0.006280389,-0.055004336,0.18278274,2.2871125033466496e-05,-14.275667014692369,-2.2808666460806286,11.99480036861174,2738.0,2483.5,1694.5,2452.5,6.347003845817763e-05,0.0,0,0,NO_FIRE,0,12.51693053726564,78.21949421519146,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,12.518023484205532]}",0.16945,0.24525,0.2738,0.24835,0.03829836461533041,0.05527264467202583,0.03946798114388088,0.03178688402671323,0.05111622992121874,0.04229235498034287,0.6978360491459432,0.0439294914945448,built,0.6978360491459432,2.775116587631968
2_7042_0,0,0.0380454479143704,0.0573292702217312,0.0378332198392052,0.4134314962087528,0.0558337607996209,0.0884462357841103,0.1110661970040596,0.1068809111465645,0.0485352736911462,32.031296870000006,0.14834274,-0.021468908,0.3365212,2.750802092990484e-05,-17.82599313040202,-9.063240771650422,8.762752358751596,2528.625,1796.5,1202.5,2422.333333333333,9.47610014265274e-05,0.0,0,0,NO_FIRE,0,15.009299950503856,78.53677791561246,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53521371414917,15.006356821216608]}",0.12025,0.2422333333333333,0.2528625,0.17965,0.05279266621190783,0.11625623670098863,0.0962045178350773,0.060731358310803,0.44969667050254725,0.12080864534057281,0.041151855028217124,0.06235805006988614,crops,0.44969667050254725,3.4448498373617897
2_7043_0,0,0.0340292447747169,0.0435526096391388,0.1679868542252936,0.2264257517979583,0.0339585512281499,0.0569958659535687,0.1724061219461469,0.1288806756234003,0.0342630997507108,31.89970310000001,0.12273928,-0.02608849,0.39802632,2.3261592362729797e-05,-16.824403243151494,-8.937500642816858,7.886902600334636,2910.5,2158.5,1189.5,2762.5,3.6734661483237e-05,0.0,0,0,NO_FIRE,0,10.621404344763524,78.07888020247206,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.07707291924821,10.622578234713343]}",0.11895,0.27625,0.29105,0.21585,0.03963482639370312,0.14908642945332656,0.06593160772564385,0.03928253112830146,0.261924502711977,0.19943574172402145,0.19432362664460037,0.05038073421842625,crops,0.261924502711977,1.5791980579151594
2_7044_0,0,0.0389915777688581,0.0440195477257172,0.0983835643519543,0.1985625123242951,0.0678515052836802,0.0663362577091902,0.1210980790408535,0.2020147733804252,0.0470264855772256,33.57111487999998,0.25187767,0.068352155,0.45755988,2.48333343425698e-05,-17.22134547714229,-10.300257159775311,6.921088317366976,2482.1666666666665,1701.0,1059.3,2846.3846153846152,9.420522536480096e-05,0.0,0,0,NO_FIRE,0,16.191071384238334,79.80941254262167,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81082141759889,16.192132996254376]}",0.10593,0.2846384615384615,0.24821666666666664,0.1701,0.05563337310792861,0.23898794738405132,0.07847726085460141,0.08026983226681236,0.23490384615802495,0.1432617073387243,0.11638993380213149,0.05207609908772552,trees,0.23898794738405132,3.7934988538092718
2_7045_0,0,0.0401709895619152,0.0749186549486743,0.0481974893450938,0.2621292349051785,0.0381944535545551,0.0966835752683314,0.1970121687108248,0.1638762358846646,0.0392128855770302,32.84991266000003,0.09758536,-0.038968217,0.31030583,3.2307091551400895e-05,-16.13797193119606,-9.67182189689598,6.466150034300078,2819.5,2144.25,1372.75,2608.0,0.00019607003736798456,0.0,0,0,NO_FIRE,0,19.604556177068044,78.64367738551086,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6430115482435,19.605731075908558]}",0.137275,0.2608,0.28195,0.214425,0.04261229420811348,0.17808284890225115,0.10506518186051957,0.0415055731817452,0.2848535096042558,0.21409137257171892,0.05237578326213802,0.08141343640925769,crops,0.2848535096042558,6.068947341051584
2_7046_0,0,0.0367789103547918,0.0422698256950224,0.0905648611651192,0.2208109634342573,0.0825273168138078,0.1217702769959766,0.0901493196255497,0.1149433902089273,0.0867526701035639,25.068790130000025,0.21177,0.029803855,0.39157042,2.15842870932e-05,-17.436653653468824,-9.516282283724792,7.920371369744032,2856.5,1972.25,1325.6666666666667,3032.0,5.695312247730864e-05,0.0,0,0,NO_FIRE,0,12.653584045528708,80.01352625952842,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,12.652770776823461]}",0.13256666666666667,0.3032,0.28565,0.197225,0.10208735166505752,0.13526115431172916,0.14329478360953687,0.09711511130997112,0.2598422209795146,0.10608440390356458,0.10657339790491151,0.049741576315714596,crops,0.2598422209795146,2.638638108888543
2_7047_0,0,0.0364723659594427,0.0686943524802524,0.0452196784542813,0.164293902768423,0.0422243848142604,0.0865864366623422,0.2578708963138201,0.1668668226639349,0.0424010002489892,35.801372930000014,0.0392302,-0.1066808,0.33502376,2.6637509229079188e-05,-15.558509090036011,-8.629853567287705,6.928655522748306,2609.0,1947.0,1049.0,2106.0,8.717333250049932e-05,0.0,0,0,NO_FIRE,0,17.9209200605224,77.38448067003449,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38537015047618,17.916898341763858]}",0.1049,0.2106,0.2609,0.1947,0.04850499079446348,0.1908887443618381,0.0990513027657272,0.0483029500410526,0.18794543040429362,0.2949936411502479,0.051729442095078904,0.07858349838729817,shrub,0.2949936411502479,3.2725782185871717
2_7048_0,0,0.0357849563835445,0.0487855032120865,0.184421074628416,0.2131293613325666,0.042779657498209,0.0757983127367441,0.1655809060342747,0.0983306481330483,0.0427161787067436,32.96783435000003,0.14707394,0.009629677,0.3530729,3.352721240383912e-05,-17.13794869487196,-10.282815923301504,6.855132771570455,2554.0,1936.0,1244.857142857143,2603.6666666666665,0.0001257252110210086,0.0,0,0,NO_FIRE,0,11.249852034795392,78.92492757536739,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.92148928632056,11.251398933597008]}",0.12448571428571428,0.26036666666666664,0.2554,0.1936,0.04901220622676548,0.11282380940005844,0.08697038564705865,0.04908504129096182,0.24454294665083115,0.18998622441115867,0.21160328512303614,0.05597610125012968,crops,0.24454294665083115,3.7499452536236535
2_7049_0,0,0.0366702140338247,0.0657839553515342,0.0524555208203806,0.355172309177843,0.0405757851390676,0.0849260477730157,0.1470158169681037,0.1064526784614744,0.0420379448512738,37.03698716000002,0.09483524,-0.03488918,0.36686608,2.662213093256232e-05,-17.846716501773837,-11.29028832536447,6.556428176409368,3307.333333333333,2550.0,1428.6666666666667,3084.333333333333,0.00012019653292674436,0.0,0,0,NO_FIRE,0,16.98270893114989,77.68649526191072,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69079734707682,16.982650446279553]}",0.14286666666666667,0.3084333333333333,0.3307333333333333,0.255,0.04700022595621073,0.11901866180742984,0.09495096511072033,0.045365468664889975,0.3970978801129935,0.1643699909946577,0.05864752284944061,0.07354928450365712,crops,0.3970978801129935,4.514910291412038
2_7050_0,0,0.0367371784628001,0.0627504326001709,0.0368253643993802,0.5562379037206672,0.0352371706514908,0.0688770460045157,0.068538456360392,0.0709024162256512,0.0472626295181569,30.08815249999998,0.13707514,-0.029116945,0.35329342,3.696342860226764e-05,-17.422561567786904,-8.948343956635467,8.474217611151436,2695.0,1929.5,1215.0,2542.5,8.416374012562801e-05,0.0,0,0,NO_FIRE,0,15.226163311844497,76.97665625943827,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9811282726224,15.221952489405293]}",0.1215,0.25425,0.2695,0.19295,0.04992717180684518,0.07489970728477112,0.07276015203712557,0.03722374931399523,0.5875971283796687,0.07240247360267266,0.03890148123288834,0.06628813634203327,crops,0.5875971283796687,2.2769462495279646
2_7051_0,0,0.0342752003217287,0.0451098677779858,0.1319494507153563,0.2413901289692148,0.0370412762609443,0.058315860551028,0.183224482999538,0.1582609279901676,0.0370686012375656,26.996553410000047,0.12365482,-0.023770673,0.39334047,2.170261290912779e-05,-16.792820213270375,-10.05157815275723,6.7412420605131445,2901.75,2158.0,1204.75,2767.0,2.6416297959612782e-05,0.0,0,0,NO_FIRE,0,10.427374438723746,78.52852242708418,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.52623056130797,10.424948872207047]}",0.120475,0.2767,0.290175,0.2158,0.04153993506983678,0.17735086982838147,0.06535010709755196,0.04150931406670372,0.2705073822348316,0.20532560908427377,0.14786561759071362,0.05055116502770727,crops,0.2705073822348316,1.2171943567450574
2_7052_0,0,0.0348888967665748,0.0535349512959968,0.0875006264670648,0.1119861967529653,0.0301569588374587,0.112186553872932,0.2197765253691209,0.1832875295615479,0.0343143837504882,32.89776494,0.09366505,-0.087516025,0.4034528,2.474507628768556e-05,-16.075749010735304,-9.258788831105962,6.816960179629342,3151.0,2191.0,1123.7894736842106,2643.8571428571427,7.054550551020315e-05,0.0,0,0,NO_FIRE,0,15.413553239656869,75.00824073107947,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.00483464755945,15.410598699070391]}",0.11237894736842106,0.2643857142857143,0.3151,0.2191,0.04120641523067652,0.22010076312708332,0.13471918236389505,0.03621397303785365,0.13447858358934608,0.26391856045459255,0.10507509542830995,0.06428742676824273,shrub,0.26391856045459255,2.850890605065957
2_7053_0,0,0.0409572872714554,0.0719474485339296,0.1119938138947491,0.2348422611793202,0.0369801052410395,0.076993191727407,0.1739874109776029,0.1231810867771386,0.0412961310827203,32.54229085999998,0.111868486,-0.04969157,0.36735702,3.2026059326244805e-05,-16.322336335404618,-8.73243487049764,7.589901464906978,3063.0,2215.0,1283.0,2773.0,0.00014782059987841824,0.0,0,0,NO_FIRE,0,17.76392676898188,80.92844270824826,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9247323699071,17.764184743463538]}",0.1283,0.2773,0.3063,0.2215,0.047400269025172935,0.14138895094927428,0.08837384775042242,0.04244627501528681,0.26955518753275015,0.1997051508484423,0.12854804478251788,0.08258227409613304,crops,0.26955518753275015,4.61563498564064
2_7054_0,0,0.0361223454573728,0.072807593810323,0.0502839802739847,0.3241184180063244,0.0381953327818528,0.1124376710259208,0.1891906749408104,0.0757469069825387,0.0400693425418514,31.303258610000057,0.013721073,-0.13340336,0.2784091,2.9589374277696384e-05,-18.2419833859772,-10.612011059077616,7.629972326899582,3237.0,2408.0,1397.0,2475.0,4.503311124105423e-05,0.0,0,0,NO_FIRE,0,14.707626599357988,77.96344771692863,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96029193231267,14.709912777457165]}",0.1397,0.2475,0.3237,0.2408,0.04438095594638165,0.08389756179192331,0.12453639136462301,0.04230529562041754,0.35899479049163746,0.20954830993906198,0.05569472748442371,0.08064196736153123,crops,0.35899479049163746,1.521935233182639
2_7055_0,0,0.0380349347641529,0.062183065294369,0.0442219048374049,0.402165444061646,0.0392796766701275,0.0894784278479283,0.1491407399754161,0.0894679385490472,0.040550499992526,36.29869484000005,0.106870994,-0.04576587,0.3237656,2.6882976344785995e-05,-16.958705374028703,-9.659003387617329,7.299701986411375,3041.0,2239.0,1417.5,2774.833333333333,0.00013110521805664372,0.0,0,0,NO_FIRE,0,17.122810493269917,79.05526065687548,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0562365789385,17.126380891738677]}",0.14175,0.2774833333333333,0.3041,0.2239,0.04424554755634374,0.09762044686426855,0.09763189197031069,0.04285892411748954,0.4388116122865891,0.16273076051804092,0.04825149859745594,0.06784931808950165,crops,0.4388116122865891,4.876886263453929
2_7056_0,0,0.0405748568372951,0.1009450981315846,0.0470765963507195,0.2470889107401793,0.0423746724224959,0.0550220562843605,0.2970323631617551,0.1016272141210114,0.0417050181888043,36.514030100000014,0.05888828,-0.0694525,0.28129995,3.849358737895757e-05,-18.135415734288557,-10.276986821419918,7.858428912868636,2764.0,2137.5,1349.0,2405.0,0.00021347778526239756,0.0,0,0,NO_FIRE,0,19.523237395010337,79.35375921072789,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.35268062269793,19.524882700337802]}",0.1349,0.2405,0.2764,0.21375,0.04470604900244691,0.10894015664752213,0.058981361267559644,0.04542389055452539,0.26486905967774116,0.318406368334514,0.0504641579053108,0.10820895661037999,shrub,0.318406368334514,5.54580125673334
2_7057_0,0,0.0330313317605367,0.0470877544610716,0.1904543433061224,0.1521442425104656,0.0392644695904372,0.0788015897851437,0.1782289573401656,0.1148205942341259,0.0362654635294651,30.52565906000001,0.14996517,-0.0068752146,0.40797478,1.9306074902447368e-05,-16.4578788731204,-9.725008075052004,6.732870798068397,2929.0,2135.5,1214.7666666666669,2889.0,5.830788324335244e-05,0.0,0,0,NO_FIRE,0,13.382223510192835,78.69371858438376,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.69691046529069,13.380406156960273]}",0.12147666666666669,0.2889,0.2929,0.21355,0.043324423923481785,0.13717006803742157,0.0941400756927326,0.046907177245497936,0.18175864909833273,0.21292067305224865,0.2275256926127172,0.05625324033756743,built,0.2275256926127172,3.0201832085485663
2_7058_0,0,0.035833990043263,0.0442422330670524,0.0965844902675598,0.314045518549392,0.051677284121979,0.0782305605534929,0.1247835395042784,0.1354761412076186,0.0475851557275746,15.93925870999999,0.23010673,0.06916192,0.4113856,2.2446604099815437e-05,-15.761836410785603,-8.81850713621216,6.943329274573443,2860.0,2056.0,1370.0,3285.0,6.415756079181262e-05,0.0,0,0,NO_FIRE,0,11.236639651147035,79.6908510430556,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69404043066335,11.233432627914617]}",0.137,0.3285,0.286,0.2056,0.05330923941458298,0.15177275215715472,0.08764102204390849,0.05789361554947298,0.3518224849629952,0.13979392272069183,0.10820277115170093,0.049564191999492885,crops,0.3518224849629952,2.8582301584024528
2_7059_0,0,0.0396725317809748,0.0598617461151801,0.044443770768479,0.3217905785870523,0.0383352377237035,0.0571183420699806,0.132414826290467,0.2200055660482925,0.0405875564140912,34.69051643,0.15857142,-0.011377489,0.40230548,6.219335218974496e-05,-16.712252770192748,-9.570933355950954,7.141319414241794,2489.0,1767.0,1037.0,2433.0,0.00011789027789846052,0.0,0,0,NO_FIRE,0,16.767785582817332,80.00205400745712,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.999467627264,16.76705477809087]}",0.1037,0.2433,0.2489,0.1767,0.044379441325750536,0.24055954515135478,0.06245461255802017,0.04191670018048047,0.3518538035619548,0.14478565681714767,0.04859592178922222,0.06545431861606925,crops,0.3518538035619548,1.8955446803830494
2_7060_0,0,0.0350671468830898,0.0399952531178397,0.0730847938155586,0.2036233308344063,0.0384434681512754,0.065489364025945,0.1151392510245469,0.3186254667075859,0.0381870742633261,28.105700899999988,0.28918,0.08893443,0.49690142,2.452808599395977e-05,-15.83243368559636,-8.455562950785358,7.376870734811002,2223.0,1465.0,893.0,2657.0,0.00011462921987750732,0.0,0,0,NO_FIRE,0,11.145553605994214,77.7081831790675,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70876365275922,11.143601099502664]}",0.0893,0.2657,0.2223,0.1465,0.04278241941445269,0.356968126408707,0.07337020426397318,0.043069667156290924,0.22812689661045152,0.1289948450732415,0.08187965069737936,0.04480819037550372,trees,0.356968126408707,4.673386252222683
2_7061_0,0,0.0363481425622848,0.0510843719090974,0.0700270986440135,0.3222569750448433,0.0776690581776932,0.0681451808423826,0.1139718875124612,0.110642317330976,0.0593308832487274,32.32353757999999,0.18964103,0.010632323,0.38870952,2.3018219329702e-05,-16.83408112469981,-9.545646827122852,7.288434297576959,2736.75,1904.2857142857144,1230.571428571429,2795.5714285714284,0.00010409210562864532,0.0,0,0,NO_FIRE,0,16.6068247212117,78.46165993370687,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.46334849141961,16.605358026949357]}",0.12305714285714289,0.27955714285714284,0.273675,0.19042857142857145,0.06795212007122844,0.1267195029056761,0.07804720336733705,0.08895497383688519,0.3690834092295054,0.1305328854202996,0.08020257840000772,0.058507326769060564,crops,0.3690834092295054,4.522161516391847
2_7062_0,0,0.0376381188901658,0.0471050564018595,0.1815357350537346,0.076499873228992,0.1468549501797598,0.0459030558769073,0.0575914234052308,0.060827022884041,0.1648432962570546,35.13485903000003,0.11177645,0.009743938,0.22805567,2.259837337192929e-05,-14.184629981934028,-8.777370517451471,5.407259464482555,2185.0,1780.0,1400.5,2228.0,6.53320643098915e-05,0.0,0,0,NO_FIRE,0,15.723991252368664,79.28753301345813,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.28979855280957,15.725009048512225]}",0.14005,0.2228,0.2185,0.178,0.21102361749656218,0.07786751843714833,0.05876264989379124,0.18799589390571952,0.09793106758576749,0.07372547613217167,0.23239238953459784,0.06030138701424193,built,0.23239238953459784,2.8910073851175557
